* eeschema netlist version 1.1 (spice format) creation date: 12/15/2014 4:07:39 pm
Transient Analysis  Mon Dec 15 16:08:18  2014
--------------------------------------------------------------------------------
Index   time            alli            
--------------------------------------------------------------------------------
0	0.000000e+000	3.606493e-039	
1	1.000000e-005	-2.17812e-014	
2	2.000000e-005	-4.43227e-014	
3	4.000000e-005	-9.35520e-014	
4	8.000000e-005	-2.38250e-013	
5	1.600000e-004	-1.53691e-012	
6	3.200000e-004	-1.63800e-010	
7	6.400000e-004	-1.73017e-006	
8	1.280000e-003	-7.78645e-005	
9	2.280000e-003	-2.05364e-004	
10	3.280000e-003	-3.03847e-004	
11	4.280000e-003	-3.61390e-004	
12	5.280000e-003	-3.72083e-004	
13	6.280000e-003	-3.34708e-004	
14	7.280000e-003	-2.53135e-004	
15	8.280000e-003	-1.36494e-004	
16	9.280000e-003	-6.87530e-006	
17	1.028000e-002	4.917472e-011	
18	1.128000e-002	7.780236e-005	
19	1.228000e-002	2.054564e-004	
20	1.328000e-002	3.038616e-004	
21	1.428000e-002	3.615052e-004	
22	1.528000e-002	3.721142e-004	
23	1.628000e-002	3.347006e-004	
24	1.728000e-002	2.531279e-004	
25	1.828000e-002	1.364935e-004	
26	1.928000e-002	6.875297e-006	
27	2.028000e-002	-4.91747e-011	
28	2.128000e-002	-7.78024e-005	
29	2.228000e-002	-2.05456e-004	
30	2.328000e-002	-3.03862e-004	
31	2.428000e-002	-3.61505e-004	
32	2.528000e-002	-3.72114e-004	
33	2.628000e-002	-3.34701e-004	
34	2.728000e-002	-2.53128e-004	
35	2.828000e-002	-1.36493e-004	
36	2.928000e-002	-6.87530e-006	
37	3.028000e-002	4.917472e-011	
38	3.128000e-002	7.780236e-005	
39	3.228000e-002	2.054564e-004	
40	3.328000e-002	3.038616e-004	
41	3.428000e-002	3.615052e-004	
42	3.528000e-002	3.721142e-004	
43	3.628000e-002	3.347006e-004	
44	3.728000e-002	2.531279e-004	
45	3.828000e-002	1.364935e-004	
46	3.928000e-002	6.875297e-006	
47	4.028000e-002	-4.91747e-011	
48	4.128000e-002	-7.78024e-005	
49	4.228000e-002	-2.05456e-004	
50	4.328000e-002	-3.03862e-004	
51	4.428000e-002	-3.61505e-004	
52	4.528000e-002	-3.72114e-004	
53	4.628000e-002	-3.34701e-004	
54	4.728000e-002	-2.53128e-004	

Index   time            alli            
--------------------------------------------------------------------------------
55	4.828000e-002	-1.36493e-004	
56	4.928000e-002	-6.87530e-006	
57	5.028000e-002	4.917472e-011	
58	5.128000e-002	7.780236e-005	
59	5.228000e-002	2.054564e-004	
60	5.328000e-002	3.038616e-004	
61	5.428000e-002	3.615052e-004	
62	5.528000e-002	3.721142e-004	
63	5.628000e-002	3.347006e-004	
64	5.728000e-002	2.531279e-004	
65	5.828000e-002	1.364935e-004	
66	5.928000e-002	6.875297e-006	
67	6.028000e-002	-4.91747e-011	
68	6.128000e-002	-7.78024e-005	
69	6.228000e-002	-2.05456e-004	
70	6.328000e-002	-3.03862e-004	
71	6.428000e-002	-3.61505e-004	
72	6.528000e-002	-3.72114e-004	
73	6.628000e-002	-3.34701e-004	
74	6.728000e-002	-2.53128e-004	
75	6.828000e-002	-1.36493e-004	
76	6.928000e-002	-6.87530e-006	
77	7.028000e-002	4.917472e-011	
78	7.128000e-002	7.780236e-005	
79	7.228000e-002	2.054564e-004	
80	7.328000e-002	3.038616e-004	
81	7.428000e-002	3.615052e-004	
82	7.528000e-002	3.721142e-004	
83	7.628000e-002	3.347006e-004	
84	7.728000e-002	2.531279e-004	
85	7.828000e-002	1.364935e-004	
86	7.928000e-002	6.875297e-006	
87	8.028000e-002	-4.91747e-011	
88	8.128000e-002	-7.78024e-005	
89	8.228000e-002	-2.05456e-004	
90	8.328000e-002	-3.03862e-004	
91	8.428000e-002	-3.61505e-004	
92	8.528000e-002	-3.72114e-004	
93	8.628000e-002	-3.34701e-004	
94	8.728000e-002	-2.53128e-004	
95	8.828000e-002	-1.36493e-004	
96	8.928000e-002	-6.87530e-006	
97	9.028000e-002	4.917472e-011	
98	9.128000e-002	7.780236e-005	
99	9.228000e-002	2.054564e-004	
100	9.328000e-002	3.038616e-004	
101	9.428000e-002	3.615052e-004	
102	9.528000e-002	3.721142e-004	
103	9.628000e-002	3.347006e-004	
104	9.728000e-002	2.531279e-004	
105	9.828000e-002	1.364935e-004	
106	9.928000e-002	6.875297e-006	
107	1.000000e-001	-2.92819e-026	
