* eeschema netlist version 1.1 (spice format) creation date: 12/15/2014 4:07:39 pm
Transient Analysis  Mon Dec 15 16:08:18  2014
--------------------------------------------------------------------------------
Index   time            V(1)            V(2)            V(3)            
--------------------------------------------------------------------------------
0	0.000000e+000	0.000000e+000	5.056840e-019	5.056855e-019	
1	1.000000e-005	1.570794e-002	7.853969e-003	7.853969e-003	
2	2.000000e-005	3.141572e-002	1.570786e-002	1.570786e-002	
3	4.000000e-005	6.283020e-002	3.141510e-002	3.141510e-002	
4	8.000000e-005	1.256505e-001	6.282524e-002	6.282524e-002	
5	1.600000e-004	2.512216e-001	1.256108e-001	1.256108e-001	
6	3.200000e-004	5.018086e-001	2.509051e-001	2.509035e-001	
7	6.400000e-004	9.985499e-001	5.079258e-001	4.906241e-001	
8	1.280000e-003	1.956868e+000	1.367757e+000	5.891118e-001	
9	2.280000e-003	3.282929e+000	2.668283e+000	6.146463e-001	
10	3.280000e-003	4.287633e+000	3.663052e+000	6.245809e-001	
11	4.280000e-003	4.872634e+000	4.243267e+000	6.293674e-001	
12	5.280000e-003	4.980668e+000	4.350749e+000	6.299189e-001	
13	6.280000e-003	4.601159e+000	3.974118e+000	6.270408e-001	
14	7.280000e-003	3.771257e+000	3.151305e+000	6.199516e-001	
15	8.280000e-003	2.572198e+000	1.968567e+000	6.036309e-001	
16	9.280000e-003	1.121354e+000	5.950534e-001	5.263004e-001	
17	1.028000e-002	-4.39256e-001	-2.19628e-001	-2.19628e-001	
18	1.128000e-002	-1.95687e+000	-5.89422e-001	-1.36745e+000	
19	1.228000e-002	-3.28293e+000	-6.14182e-001	-2.66875e+000	
20	1.328000e-002	-4.28763e+000	-6.24509e-001	-3.66312e+000	
21	1.428000e-002	-4.87263e+000	-6.28791e-001	-4.24384e+000	
22	1.528000e-002	-4.98067e+000	-6.29763e-001	-4.35090e+000	
23	1.628000e-002	-4.60116e+000	-6.27077e-001	-3.97408e+000	
24	1.728000e-002	-3.77126e+000	-6.19989e-001	-3.15127e+000	
25	1.828000e-002	-2.57220e+000	-6.03632e-001	-1.96857e+000	
26	1.928000e-002	-1.12135e+000	-5.26300e-001	-5.95053e-001	
27	2.028000e-002	4.392560e-001	2.196282e-001	2.196277e-001	
28	2.128000e-002	1.956868e+000	1.367446e+000	5.894224e-001	
29	2.228000e-002	3.282929e+000	2.668747e+000	6.141822e-001	
30	2.328000e-002	4.287633e+000	3.663125e+000	6.245087e-001	
31	2.428000e-002	4.872634e+000	4.243843e+000	6.287912e-001	
32	2.528000e-002	4.980668e+000	4.350905e+000	6.297631e-001	
33	2.628000e-002	4.601159e+000	3.974083e+000	6.270766e-001	
34	2.728000e-002	3.771257e+000	3.151268e+000	6.199889e-001	
35	2.828000e-002	2.572198e+000	1.968566e+000	6.036315e-001	
36	2.928000e-002	1.121354e+000	5.950534e-001	5.263004e-001	
37	3.028000e-002	-4.39256e-001	-2.19628e-001	-2.19628e-001	
38	3.128000e-002	-1.95687e+000	-5.89422e-001	-1.36745e+000	
39	3.228000e-002	-3.28293e+000	-6.14182e-001	-2.66875e+000	
40	3.328000e-002	-4.28763e+000	-6.24509e-001	-3.66312e+000	
41	3.428000e-002	-4.87263e+000	-6.28791e-001	-4.24384e+000	
42	3.528000e-002	-4.98067e+000	-6.29763e-001	-4.35090e+000	
43	3.628000e-002	-4.60116e+000	-6.27077e-001	-3.97408e+000	
44	3.728000e-002	-3.77126e+000	-6.19989e-001	-3.15127e+000	
45	3.828000e-002	-2.57220e+000	-6.03632e-001	-1.96857e+000	
46	3.928000e-002	-1.12135e+000	-5.26300e-001	-5.95053e-001	
47	4.028000e-002	4.392560e-001	2.196282e-001	2.196277e-001	
48	4.128000e-002	1.956868e+000	1.367446e+000	5.894224e-001	
49	4.228000e-002	3.282929e+000	2.668747e+000	6.141822e-001	
50	4.328000e-002	4.287633e+000	3.663125e+000	6.245087e-001	
51	4.428000e-002	4.872634e+000	4.243843e+000	6.287912e-001	
52	4.528000e-002	4.980668e+000	4.350905e+000	6.297631e-001	
53	4.628000e-002	4.601159e+000	3.974083e+000	6.270766e-001	
54	4.728000e-002	3.771257e+000	3.151268e+000	6.199889e-001	

Index   time            V(1)            V(2)            V(3)            
--------------------------------------------------------------------------------
55	4.828000e-002	2.572198e+000	1.968566e+000	6.036315e-001	
56	4.928000e-002	1.121354e+000	5.950534e-001	5.263004e-001	
57	5.028000e-002	-4.39256e-001	-2.19628e-001	-2.19628e-001	
58	5.128000e-002	-1.95687e+000	-5.89422e-001	-1.36745e+000	
59	5.228000e-002	-3.28293e+000	-6.14182e-001	-2.66875e+000	
60	5.328000e-002	-4.28763e+000	-6.24509e-001	-3.66312e+000	
61	5.428000e-002	-4.87263e+000	-6.28791e-001	-4.24384e+000	
62	5.528000e-002	-4.98067e+000	-6.29763e-001	-4.35090e+000	
63	5.628000e-002	-4.60116e+000	-6.27077e-001	-3.97408e+000	
64	5.728000e-002	-3.77126e+000	-6.19989e-001	-3.15127e+000	
65	5.828000e-002	-2.57220e+000	-6.03632e-001	-1.96857e+000	
66	5.928000e-002	-1.12135e+000	-5.26300e-001	-5.95053e-001	
67	6.028000e-002	4.392560e-001	2.196282e-001	2.196277e-001	
68	6.128000e-002	1.956868e+000	1.367446e+000	5.894224e-001	
69	6.228000e-002	3.282929e+000	2.668747e+000	6.141822e-001	
70	6.328000e-002	4.287633e+000	3.663125e+000	6.245087e-001	
71	6.428000e-002	4.872634e+000	4.243843e+000	6.287912e-001	
72	6.528000e-002	4.980668e+000	4.350905e+000	6.297631e-001	
73	6.628000e-002	4.601159e+000	3.974083e+000	6.270766e-001	
74	6.728000e-002	3.771257e+000	3.151268e+000	6.199889e-001	
75	6.828000e-002	2.572198e+000	1.968566e+000	6.036315e-001	
76	6.928000e-002	1.121354e+000	5.950534e-001	5.263004e-001	
77	7.028000e-002	-4.39256e-001	-2.19628e-001	-2.19628e-001	
78	7.128000e-002	-1.95687e+000	-5.89422e-001	-1.36745e+000	
79	7.228000e-002	-3.28293e+000	-6.14182e-001	-2.66875e+000	
80	7.328000e-002	-4.28763e+000	-6.24509e-001	-3.66312e+000	
81	7.428000e-002	-4.87263e+000	-6.28791e-001	-4.24384e+000	
82	7.528000e-002	-4.98067e+000	-6.29763e-001	-4.35090e+000	
83	7.628000e-002	-4.60116e+000	-6.27077e-001	-3.97408e+000	
84	7.728000e-002	-3.77126e+000	-6.19989e-001	-3.15127e+000	
85	7.828000e-002	-2.57220e+000	-6.03632e-001	-1.96857e+000	
86	7.928000e-002	-1.12135e+000	-5.26300e-001	-5.95053e-001	
87	8.028000e-002	4.392560e-001	2.196282e-001	2.196277e-001	
88	8.128000e-002	1.956868e+000	1.367446e+000	5.894224e-001	
89	8.228000e-002	3.282929e+000	2.668747e+000	6.141822e-001	
90	8.328000e-002	4.287633e+000	3.663125e+000	6.245087e-001	
91	8.428000e-002	4.872634e+000	4.243843e+000	6.287912e-001	
92	8.528000e-002	4.980668e+000	4.350905e+000	6.297631e-001	
93	8.628000e-002	4.601159e+000	3.974083e+000	6.270766e-001	
94	8.728000e-002	3.771257e+000	3.151268e+000	6.199889e-001	
95	8.828000e-002	2.572198e+000	1.968566e+000	6.036315e-001	
96	8.928000e-002	1.121354e+000	5.950534e-001	5.263004e-001	
97	9.028000e-002	-4.39256e-001	-2.19628e-001	-2.19628e-001	
98	9.128000e-002	-1.95687e+000	-5.89422e-001	-1.36745e+000	
99	9.228000e-002	-3.28293e+000	-6.14182e-001	-2.66875e+000	
100	9.328000e-002	-4.28763e+000	-6.24509e-001	-3.66312e+000	
101	9.428000e-002	-4.87263e+000	-6.28791e-001	-4.24384e+000	
102	9.528000e-002	-4.98067e+000	-6.29763e-001	-4.35090e+000	
103	9.628000e-002	-4.60116e+000	-6.27077e-001	-3.97408e+000	
104	9.728000e-002	-3.77126e+000	-6.19989e-001	-3.15127e+000	
105	9.828000e-002	-2.57220e+000	-6.03632e-001	-1.96857e+000	
106	9.928000e-002	-1.12135e+000	-5.26300e-001	-5.95053e-001	
107	1.000000e-001	-6.12323e-015	-1.59483e-009	1.594809e-009	
